Start Date,End Date,Duration (in seconds),Recorded Date,Out_tie,introvert,In_tie,tie_type
2022-04-07T15:28:15Z,2022-04-07T15:32:20Z,244,2022-04-07T15:32:20Z,R_2xRGef4HjWotFuD,3,R_3G3ubwwPwXt21aS,5
2022-04-07T15:31:41Z,2022-04-07T15:32:30Z,49,2022-04-07T15:32:31Z,R_2X7G1JpnunGZUnH,1,R_VJaueK36zR0sD6N,1
2022-04-07T15:31:41Z,2022-04-07T15:32:30Z,49,2022-04-07T15:32:31Z,R_2X7G1JpnunGZUnH,1,R_VJaueK36zR0sD6N,4
2022-04-07T15:31:41Z,2022-04-07T15:32:30Z,49,2022-04-07T15:32:31Z,R_2X7G1JpnunGZUnH,1,R_1GKpih8uV7t9rTq,1
2022-04-07T15:31:41Z,2022-04-07T15:32:30Z,49,2022-04-07T15:32:31Z,R_2X7G1JpnunGZUnH,1,R_1GKpih8uV7t9rTq,4
2022-04-07T15:31:41Z,2022-04-07T15:32:30Z,49,2022-04-07T15:32:31Z,R_2X7G1JpnunGZUnH,1,R_2f35nXJNSOwmZSr,1
2022-04-07T15:31:41Z,2022-04-07T15:32:30Z,49,2022-04-07T15:32:31Z,R_2X7G1JpnunGZUnH,1,R_2f35nXJNSOwmZSr,4
2022-04-07T15:31:41Z,2022-04-07T15:32:30Z,49,2022-04-07T15:32:31Z,R_2X7G1JpnunGZUnH,1,R_2f35nXJNSOwmZSr,5
2022-04-07T15:31:27Z,2022-04-07T15:32:45Z,78,2022-04-07T15:32:46Z,R_3oHD4yaWusLYZwJ,2,R_31cjeGSOJq5JRzC,5
2022-04-07T15:31:27Z,2022-04-07T15:32:45Z,78,2022-04-07T15:32:46Z,R_3oHD4yaWusLYZwJ,2,R_31RjdnwvI7oc3rn,4
2022-04-07T15:31:27Z,2022-04-07T15:32:45Z,78,2022-04-07T15:32:46Z,R_3oHD4yaWusLYZwJ,2,R_3GDn3KeV2jrktfY,1
2022-04-07T15:31:27Z,2022-04-07T15:32:45Z,78,2022-04-07T15:32:46Z,R_3oHD4yaWusLYZwJ,2,R_3GDn3KeV2jrktfY,3
2022-04-07T15:31:27Z,2022-04-07T15:32:45Z,78,2022-04-07T15:32:46Z,R_3oHD4yaWusLYZwJ,2,R_3GDn3KeV2jrktfY,4
2022-04-07T15:31:27Z,2022-04-07T15:32:45Z,78,2022-04-07T15:32:46Z,R_3oHD4yaWusLYZwJ,2,R_3GDn3KeV2jrktfY,5
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_1f9FxEfyljqg2HA,2
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_3gNlZxrhNGCvQAd,4
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_2zCutx5soLQdGaU,3
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_2xRGef4HjWotFuD,4
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_2xRGef4HjWotFuD,5
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_24BJNw1zsoo18my,4
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_24BJNw1zsoo18my,5
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_3m1TyvKi6kKz505,2
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_VJaueK36zR0sD6N,3
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_OJCnvFzUOOFbtHH,4
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_OJCnvFzUOOFbtHH,5
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_3G3ubwwPwXt21aS,4
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_3G3ubwwPwXt21aS,5
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_2usox9BRq13ONBH,4
2022-04-07T15:31:28Z,2022-04-07T15:33:21Z,112,2022-04-07T15:33:21Z,R_3dEONOG5ochGaix,2,R_2usox9BRq13ONBH,5
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_1OKcVsWLMJuKE69,1
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_1OKcVsWLMJuKE69,2
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_1OKcVsWLMJuKE69,3
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_1OKcVsWLMJuKE69,5
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_3gNlZxrhNGCvQAd,1
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_3gNlZxrhNGCvQAd,2
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_3gNlZxrhNGCvQAd,3
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_3gNlZxrhNGCvQAd,4
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_3gNlZxrhNGCvQAd,5
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_3mh3wVrim3iKS1b,5
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_qCtppvDN8xw43tL,1
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_qCtppvDN8xw43tL,5
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_1FDJyqPvMj9vQfG,5
2022-04-07T15:31:29Z,2022-04-07T15:33:46Z,137,2022-04-07T15:33:46Z,R_1jwdIVZI8LrS9rr,2,R_3oGdOSVL58HkPLJ,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_1f9FxEfyljqg2HA,1
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_1f9FxEfyljqg2HA,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_1f9FxEfyljqg2HA,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_1f9FxEfyljqg2HA,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3Hnrf2wVHjz5O5A,1
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3Hnrf2wVHjz5O5A,2
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3Hnrf2wVHjz5O5A,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3gNlZxrhNGCvQAd,1
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3gNlZxrhNGCvQAd,2
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3gNlZxrhNGCvQAd,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3gNlZxrhNGCvQAd,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3kKWUYY7HFp7ywV,2
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3kKWUYY7HFp7ywV,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3kKWUYY7HFp7ywV,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3kKWUYY7HFp7ywV,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_qCtppvDN8xw43tL,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_1FDJyqPvMj9vQfG,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_1FDJyqPvMj9vQfG,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_24BJNw1zsoo18my,2
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_24BJNw1zsoo18my,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3m1TyvKi6kKz505,1
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3m1TyvKi6kKz505,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3m1TyvKi6kKz505,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_3m1TyvKi6kKz505,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_picywn7CsDCYenn,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_e41ZrIhK2URdHCV,1
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_e41ZrIhK2URdHCV,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_e41ZrIhK2URdHCV,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_e41ZrIhK2URdHCV,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_OJCnvFzUOOFbtHH,1
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_OJCnvFzUOOFbtHH,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_OJCnvFzUOOFbtHH,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_OJCnvFzUOOFbtHH,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_x44ozshKRXs1MK5,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_27BAyWtH5pIPECQ,1
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_27BAyWtH5pIPECQ,3
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_27BAyWtH5pIPECQ,4
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_27BAyWtH5pIPECQ,5
2022-04-07T15:31:37Z,2022-04-07T15:34:21Z,164,2022-04-07T15:34:22Z,R_10VHRmyFVL8xdWn,3,R_2usox9BRq13ONBH,3
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_1f9FxEfyljqg2HA,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3Hnrf2wVHjz5O5A,1
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3Hnrf2wVHjz5O5A,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3Hnrf2wVHjz5O5A,5
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3gNlZxrhNGCvQAd,2
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3gNlZxrhNGCvQAd,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_10VHRmyFVL8xdWn,1
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_10VHRmyFVL8xdWn,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_10VHRmyFVL8xdWn,5
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_qCtppvDN8xw43tL,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_24BJNw1zsoo18my,1
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_24BJNw1zsoo18my,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_24BJNw1zsoo18my,5
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3m1TyvKi6kKz505,1
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3m1TyvKi6kKz505,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3m1TyvKi6kKz505,5
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3fwVt3urEfsmpJ8,1
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3fwVt3urEfsmpJ8,3
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3fwVt3urEfsmpJ8,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_3fwVt3urEfsmpJ8,5
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_picywn7CsDCYenn,2
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_e41ZrIhK2URdHCV,2
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_OJCnvFzUOOFbtHH,1
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_OJCnvFzUOOFbtHH,4
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_OJCnvFzUOOFbtHH,5
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_x44ozshKRXs1MK5,2
2022-04-07T15:31:28Z,2022-04-07T15:34:33Z,184,2022-04-07T15:34:33Z,R_27BAyWtH5pIPECQ,1,R_2f35nXJNSOwmZSr,2
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_1OKcVsWLMJuKE69,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_31cjeGSOJq5JRzC,3
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_31cjeGSOJq5JRzC,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_31cjeGSOJq5JRzC,5
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_2zCutx5soLQdGaU,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_2zCutx5soLQdGaU,5
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_3dEONOG5ochGaix,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_3dEONOG5ochGaix,5
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_31RjdnwvI7oc3rn,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_31RjdnwvI7oc3rn,5
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_2xRGef4HjWotFuD,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_2xRGef4HjWotFuD,5
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_x44ozshKRXs1MK5,3
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_x44ozshKRXs1MK5,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_x44ozshKRXs1MK5,5
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_3oGdOSVL58HkPLJ,1
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_3oGdOSVL58HkPLJ,3
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_3oGdOSVL58HkPLJ,4
2022-04-07T15:31:28Z,2022-04-07T15:34:39Z,191,2022-04-07T15:34:39Z,R_3G3ubwwPwXt21aS,1,R_3oGdOSVL58HkPLJ,5
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_1f9FxEfyljqg2HA,2
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_1f9FxEfyljqg2HA,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_31cjeGSOJq5JRzC,3
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_31cjeGSOJq5JRzC,4
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_31cjeGSOJq5JRzC,5
2022-04-07T15:31:28Z,2022-04-07T15:34:40Z,191,2022-04-07T15:34:40Z,R_2zCutx5soLQdGaU,1,R_3dEONOG5ochGaix,1
